index,MT_labels,clean_tweet,final_label,raw_tweet
3934,"[0, 0, 0]",either going super stupid dope URL,0,It's either going to be super stupid or dope https://t.co/0fxJz8esSv
3935,"[0, 1, 0]",think dope,0,I think I am sooo dope
3936,"[1, 1, 1]",debating on taking acid already late even worth,1,Debating on taking some acid....but it's already late so it's it even worth it?
3937,"[1, 0, 0]",coffee pot coffee,0,"coffee pot coffee"""""""
3938,"[1, 0, 1]",straight off block sellin dope buy groceries,1,straight off the block we sellin dope to buy groceries
3939,"[1, 1, 1]",wanna take acid again,1,I wanna take acid again ):
3940,"[1, 1, 1]",boutta smoke nice blunt,1,Boutta smoke me a nice blunt
3941,"[1, 1, 0]",bout roll fattest blunt,1,Bout to roll the fattest blunt
3942,"[1, 0, 0]",game weed good person,0,The Game - Weed is a good person.
3943,"[1, 1, 1]",just want enjoy life little weed,1,I Just want to enjoy life with a little weed
3944,"[1, 1, 1]",need weed in hand rn,1,I need weed in my hand rn
3945,"[1, 1, 1]",man love acid,1,man I love acid
3946,"[1, 0, 1]",blunt smack,1,That blunt was smack
3947,"[0, 0, 1]",michigan fun center dope too,0,Michigan fun center was dope too
3948,"[1, 1, 1]",in mood take lot acid,1,in the mood to take a lot of acid
3949,"[1, 0, 0]",1l4nc3l0t janellemonae most definitely dope music,0,@1L4NC3L0T @JanelleMonae most definitely and dope music
3950,"[0, 0, 0]",ihop gonna smack,0,IHOP IS GONNA SMACK
3951,"[1, 0, 0]",lighthouselaxnh amped tomorrow,0,@lighthouselaxnh we are amped for tomorrow!
3952,"[1, 1, 1]",blunt bubbly,1,my blunt is so bubbly.
3953,"[1, 0, 1]",sufferes weed cool,1,@Sufferes weed is cool
3954,"[0, 0, 0]",wasted x dreezy,0,wasted x dreezy
3955,"[0, 0, 0]",time hop dope,0,Time Hop is dope.
3956,"[0, 0, 0]",zizzo21 lactic acid should good,0,"@Zizzo21 that's your lactic acid, you should be good"
3957,"[0, 0, 0]",stevothewildboi dope need hike soon,0,@StevoTheWildBoi Dope we need to hike that soon.
3958,"[1, 1, 0]",keep smelling weed,1,i keep smelling weed.
3959,"[0, 0, 1]",dope ass birthday,0,Had a dope ass birthday
3960,"[0, 0, 0]",don go sleep just take dope ass naps,0,I don't go to sleep just take some dope ass naps
3961,"[1, 0, 0]",friends dope jesus,0,My friends are dope Jesus
3962,"[0, 1, 0]",gonna go get oil changed went into car forgot how much smelled like pot closed door came back bed,0,"was gonna go get my oil changed..went into my car "" forgot how much it smelled like pot. so closed the door "" came back to bed "
3963,"[1, 0, 1]",smokin blunt while fuxkin,1,smokin a blunt while fuxkin
3964,"[1, 1, 0]",bro wanna shmoke blunt,1,bro i wanna shmoke a blunt
3965,"[1, 0, 1]",jolauriang mattcohen4real on weed don know on weed,1,@jolauriang @mattcohen4real am I on weed you don't know me but am I on weed
3966,"[1, 1, 0]",smoke much weed,1,Do i smoke to much weed?
3967,"[0, 1, 0]",dope night chilled boy wound up not going hooka bar actually just smoked hooka house,0,What a dope night. I chilled with my boy and wound up not going to the hooka bar and actually just smoked hooka at his house.
3968,"[1, 1, 1]",wake up every morning smoke blunt,1,Wake up every morning to smoke a blunt
3969,"[1, 0, 1]",pay neighbors pick up dope off porches,1,I pay the neighbors... to pick up the dope off they porches
3970,"[0, 1, 1]",how one lose weed in own room,1,How does one lose weed in their own room??
3971,"[0, 1, 1]",blunt cruises get coffee on sundays bree look forward,1,AM blunt cruises to get coffee on sundays with bree are what i look forward to
3972,"[0, 0, 1]",nigga nick trying smoke black all night lmao finally got wish,0,This nigga Nick been trying to smoke this black all night lmao he finally got his wish
3973,"[1, 1, 1]",pass weed,1,Pass the weed
3974,"[0, 1, 1]",smoke big bowl after work,1,Smoke a big bowl after work
3975,"[1, 1, 0]",jamaica course smoke weed URL,1,It's Jamaica of course they smoke weed!!! https://t.co/Z3Q8ABJgnS
3976,"[0, 0, 0]",show looks dope URL,0,This show looks dope https://t.co/svz9Yy8ztK
3977,"[1, 1, 0]",tomorrow will say go weed URL,1,Tomorrow it will say Go weed! https://t.co/6ypRmJ4NGJ
3978,"[0, 0, 0]",sad football nearly done super bowl draft long break,0,I'm sad that football is nearly done.  Super Bowl and the draft then a long break
3979,"[1, 1, 1]",pinenippless florida weed dope,1,@PINENIPPLESS Florida weed dope?
3980,"[0, 0, 0]",seattle seems dope URL,0,Seattle seems dope https://t.co/AzkTkNMMch
3981,"[0, 0, 0]",houses in colorado basements in dope,0,Houses in Colorado have basements in them. So dope!
3982,"[1, 0, 1]",wind fucking blunt,1,This wind is fucking with my blunt
3983,"[0, 0, 0]",coachella line up dope,0,The Coachella line up is dope
3984,"[1, 1, 0]",neighbors think selling dope mothafucka,1,"Neighbors think I'm selling dope, mothafucka I am"
3985,"[1, 1, 1]",just hit blunt URL,1,i just hit the blunt https://t.co/VixWTxR4uM
3986,"[1, 1, 1]",ok gonna smoke up get hung off hangover,1,Ok gonna smoke up to get me hung off my hangover
3987,"[0, 1, 0]",nifty chris dope though,0,"@nifty_chris that's dope though, do you."
3988,"[0, 0, 1]",power bomb apron dope,0,Power bomb to the apron is dope.
3989,"[1, 1, 1]",not blunt smoke chil,1,Not blunt smoke chillll
3990,"[0, 0, 1]",dope crystals URL,0,dope crystals https://t.co/F4WlKiS0Kv
3991,"[0, 0, 0]",carefreequeen downtown beyu caffe dope,0,@_carefreequeen downtown at beyu caffe! it was soooo dope
3992,"[1, 1, 1]",smoke weed things alone,1,I smoke weed and do things alone.
3993,"[0, 0, 0]",y all dope on here,0,Y'all are dope on here
3994,"[0, 1, 0]",dope got really long after while,0,That and Dope got really long after a while
3995,"[0, 0, 0]",last night in bump,0,last night in the bump
3996,"[0, 0, 1]",pdn spring looks like dope head,0,@PDN_Spring He looks like he is a dope head!
3997,"[0, 0, 0]",historyvikings episode dope loved,0,@HistoryVikings This episode was sooo dope!  Loved it
3998,"[0, 0, 0]",h town super bowl hmm,0,H-town for the Super bowl?Hmm
3999,"[0, 0, 1]",part dope URL,0,This part was dope. https://t.co/X7jAWI8YCt
4000,"[1, 1, 0]",suck weed smoke dick,1,"""suck weed and smoke dick."""
4001,"[1, 1, 1]",honestly just wanna know take drug test can get over smoke blunt,1,Honestly just wanna know if I have to take this drug test so I can get it over with and smoke a blunt
4002,"[0, 0, 0]",maybe because didn eat chugged glass bomb,0,Maybe because I didn't eat and chugged the glass or it was that bomb.
4003,"[1, 0, 1]",will always love x whitney h,1,I will always love you x whitney h
4004,"[0, 0, 0]",music listen dope af,0,The music I listen to be dope af.
4005,"[0, 1, 1]",umindifiwildout keep selling weed,1,@umindifIwildout keep selling weed
4006,"[1, 1, 0]",let go on acid trip together,1,let's go on an acid trip together
4007,"[1, 1, 1]",s o losing weed in grass,1,s/o me for losing my weed in the grass
4008,"[0, 1, 0]",re made weed chicken patties,0,"""we're made of weed and chicken patties"""
4009,"[0, 0, 1]",yung terroristt drink acid,0,@yung_terroristt drink acid
4010,"[1, 1, 0]",anncoulter looking acid disrupt friday absolutely crazy wth,1,@AnnCoulter and some are looking for acid to disrupt friday...this is absolutely CRAZY!  wth...
4011,"[1, 1, 1]",sad because running out weed,1,Sad because running out of weed
4012,"[1, 0, 0]",always out weed lol,0,I'm always out of weed lol
4013,"[0, 0, 1]",anthropology class professor dope excited class,0,"My anthropology class and professor is so dope, I'm so excited for this class."
4014,"[0, 1, 0]",first time dope URL,0,"It was my first time, it was dope https://t.co/IN8sqRlydW"
4015,"[0, 0, 1]",pineapple orange juice bomb,0,Pineapple orange juice is bomb
4016,"[1, 1, 1]",need weed too sober clean,1,I need weed. I'm too sober to clean
4017,"[0, 1, 1]",namelessranger dope gt garbage tho,1,@NamelessRanger it's dope. What's your gt? I'm garbage tho
4018,"[1, 1, 0]",jealous everything smoking blunt rn,1,Jealous of everything who's smoking a blunt rn
4019,"[1, 1, 1]",bout roll blunt,1,Bout to roll this blunt
4020,"[0, 0, 0]",ss20gangconeloc hell yea shits dope,0,@SS20GANGConeLoc hell yea! That shits dope!
4021,"[0, 0, 0]",desttanie dope dealer,0,@desttanie *dope dealer
4022,"[0, 0, 0]",drove like NUMBER hours in snow black ice eat steak n shake,0,We drove like 3 hours in the snow and black ice to eat Steak n Shake
4023,"[1, 1, 1]",weed bieng sick really exist,1,"With weed ""bieng sick"" doesnt really exist to me"
4024,"[1, 1, 1]",making weed brownies URL,1,Making Me Some Weed Brownies ~ https://t.co/mEnmO1O4jl
4025,"[1, 0, 0]",mango juice dope,0,Mango juice is dope
4026,"[1, 0, 1]",all weed hard stay sober,1,All this weed hard to stay sober
4027,"[1, 0, 0]",season blackinkcrew gonna dope,0,this season of @BlackInkCrew is gonna be DOPE
4028,"[0, 1, 1]",want drop acid make art,1,I want to drop acid and make art
4029,"[1, 1, 0]",smoked gold blunt when ball dropped last night fuckin class,1,Smoked a gold blunt when the ball dropped last night fuckin class
4030,"[1, 0, 1]",s o all people graduated judged hard smoking weed drinking senior yr now out same thing lol,1,s/o to all the people i graduated with who judged me so hard for smoking weed/drinking senior yr but are now out doing the same thing :) LOL
4031,"[1, 0, 1]",ll know after smoke bowl,1,I'll know after I smoke this bowl
4032,"[1, 1, 1]",hate looking dope,1,i hate looking for dope.
4033,"[0, 0, 0]",catmintsq dope ll b there,0,@CATMINTSQ_ dope I'll b there $
4034,"[0, 0, 0]",ll dope af,0,That'll be dope af
4035,"[0, 0, 0]",protein ice cream dank fuck,0,This protein ice cream is dank as fuckkkk
4036,"[1, 0, 1]",smells like weed in every class room school right now URL,1,smells like weed in every class room at my school right now https://t.co/irzNSZ8WA4
4037,"[1, 1, 1]",heroin shot URL,1,Heroin shot https://t.co/QESKcHGvvx
4038,"[1, 1, 1]",blunt break,1,Blunt break
4039,"[1, 1, 1]",left weed in car salty,1,I left my weed in the car... salty
4040,"[0, 0, 0]",come vibe tomorrow going dope URL,0,Come and vibe tomorrow. It's going to be dope. https://t.co/QD8flm6HsP
4041,"[0, 0, 0]",straight up feeling hunted right now shits dope af,0,Straight up feeling hunted right now shits dope af
4042,"[0, 0, 0]",philaracci getaway dope,0,@Philaracci getaway is dope!!!
4043,"[0, 1, 1]",smoke hashish lmao,1,"""smoke some hashish"" lmaoooo"
4044,"[1, 1, 1]",on good dope,1,On this good dope
4045,"[0, 0, 0]",sunsets gonna look dope,0,Sunsets gonna look dope
4046,"[0, 0, 0]",crazy how stomach acid dangerous,0,It's crazy how our stomach acid is so dangerous
4047,"[0, 0, 0]",gym dope,0,Gym was dope
4048,"[1, 1, 1]",one hit addicted weed,1,"""one hit and i'm addicted to the weed"""
4049,"[0, 1, 0]",smelling weed much actually think clothes lol,0,Im smelling weed so much I actually do think its my clothes lol
4050,"[1, 1, 1]",iggypop get on tomorrow probably burnt up iggypop took battery out smoke alarm digicam,1,"""iggypop"" if i dont get on tomorrow, i'm probably burnt up ""iggypop"" i took the battery out of my smoke alarm for my digicam"
4051,"[0, 0, 1]",power rangers looks dope,0,Power rangers looks dope
4052,"[0, 1, 0]",on another trip smacked city,0,I'm on another trip to smacked city...
4053,"[1, 1, 1]",still got blunt left,1,Still got some blunt left
4054,"[0, 1, 1]",heroin in high doses might tad bit better URL,1,Heroin in high doses might be a tad bit better https://t.co/ZguWZ5dc9y
4055,"[0, 0, 0]",y3llowchaoz ok dope can take candids each other shit,0,@y3llowChaoz ok dope we can take candids of each other and shit
4056,"[1, 1, 1]",all weed on want know,1,ALL THIS WEED ON ME WHAT YOU WANT KNOW
4057,"[1, 0, 1]",just throwing acid point,1,Just throwing to acid @ this point
4058,"[0, 0, 0]",harrell64 dope swing thru after,0,@Harrell64 dope swing thru after
4059,"[1, 0, 1]",someone offered vicrodriguez 5000 six weeks work cutting weed lol,1,Someone offered @VicRodriguezzzz and I $5000 for six weeks work cutting weed lol.
4060,"[0, 0, 1]",adamlevine dope foreal,0,@adamlevine is dope foreal
4061,"[0, 0, 0]",hate on snow lot actually pretty dope,0,"I hate on snow a lot, but it's actually pretty dope"
4062,"[1, 1, 0]",furiouscinema heroin addicts can really run,1,"@furiouscinema For heroin addicts, they can really run."
4063,"[0, 0, 0]",ohwaittone other mistake dope too,0,@OhWaitTone the other mistake is dope too
4064,"[0, 0, 0]",iamblindeyez hoop looks dope tho,0,@iamBlindEyez the hoop looks dope thoooo
4065,"[0, 0, 0]",ended other dope friends,0,ended it with my other dope friends
4066,"[1, 1, 1]",sleep need pot,1,i cant sleep i need some POT
4067,"[1, 1, 1]",blunt o clock,1,Blunt o'clock
4068,"[1, 0, 0]",lowkey smacked,0,lowkey smacked.
4069,"[0, 1, 1]",3wordsbetterthaniloveyou weed rolled babe,1,"#3wordsbetterthanIloveyou  Weed's rolled, babe."
4070,"[0, 0, 0]",tili jorgi dope yung pabro,0,@Tili_Jorgi that's dope yung pabro
4071,"[0, 0, 0]",s o ace castro13 dope night,0,S/o @ace_castro13 for such a dope night!
4072,"[0, 1, 0]",youngburl how high heroin run days,0,@YoungBurl how high does heroin run these days?
4073,"[1, 1, 1]",smokin on gas dope,1,Smokin on this gas it's some dope
4074,"[0, 0, 1]",making new friends dope,0,making new friends is dope
4075,"[0, 0, 0]",oakland getting smacked,0,Oakland is getting smacked
4076,"[1, 1, 1]",life acid trip,1,My life a acid trip.
4077,"[0, 0, 0]",seniors all fucking dope omg,0,THE SENIORS ARE ALL SO FUCKING DOPE OMG
4078,"[1, 0, 1]",smoke weed cook,1,"smoke weed "" cook"
4079,"[1, 1, 0]",flashbackfriday coming home apartment dope ass bong,1,#FlashbackFriday to coming home to my apartment and my dope ass bong
4080,"[0, 0, 0]",same miami team wake smacked,0,Is this the same Miami team Wake smacked?
4081,"[0, 0, 0]",kailey0 0 dope where get,0,@kailey0_0 so dope! Where do you get them?
4082,"[0, 1, 0]",potus legalize weed bro,0,@POTUS legalize weed bro
4083,"[1, 0, 1]",really love pot stickers,1,I really love Pot stickers.
4084,"[0, 1, 1]",don blunt already rolled bed when wake up re not living life right wakeandbake,1,If you don't have a blunt already rolled and by your bed for when you wake up you're not living life right. #wakeandbake
4085,"[1, 1, 1]",in hell d satan lighten blunt,1,If I was in hell I'd have Satan lighten my blunt
4086,"[0, 0, 0]",took dog xtc URL,0,HE TOOK HIS DOG TO XTC https://t.co/R3kFAffdBJ
4087,"[0, 0, 1]",fraustojason dope night though,0,@FraustoJason it was a dope night though
4088,"[1, 1, 1]",weed love life,1,weed is the love of my life
4089,"[1, 0, 1]",sc medicinal weed very hard access only few got,1,SC has medicinal weed but it's very hard to access and only few got it
4090,"[1, 1, 1]",smokin hella dope girl,1,Smokin hella Dope with your girl
4091,"[0, 0, 0]",emilybeasy dope in crockpot,0,@emilybeasy dope in the crockpot?
4092,"[0, 0, 0]",dope omg URL,0,THESE ARE DOPE OMG https://t.co/VcyGhh3RDC
4093,"[1, 1, 1]",smoke blunt daddy,1,smoke a blunt with me daddy.
4094,"[1, 1, 1]",just wanted smoke weed watch anime,1,I just wanted to smoke my weed and watch some anime.
4095,"[0, 1, 0]",fucking dope visecs,0,You are so fucking dope @visecs
4096,"[1, 1, 1]",already kno selling last gram dope,1,I already kno i wont be selling this last gram of dope
4097,"[0, 0, 0]",dew thatd dope URL,0,Dew it thatd be so dope https://t.co/xlS2gzqSLU
4098,"[1, 1, 1]",apartment smells like weed,1,My apartment smells like weed
4099,"[0, 1, 0]",quitting cigarettes cold turkey u see smoking one smack,0,I'm quitting cigarettes cold turkey so if u see me smoking one smack me!
4100,"[0, 1, 0]",bought trash ass sketchy ass weed last night throw away cause bad,0,I bought some trash ass sketchy ass weed last night and had to throw it away cause it was that bad
4101,"[1, 1, 1]",madvillainat buy shit load weed,1,@MADVILLAINAT buy a shit load of weed
4102,"[0, 0, 0]",dope now getting sick,0,Dope now I'm getting sick
4103,"[0, 0, 0]",going dope af URL,0,Going to be dope af! https://t.co/StshItVMcV
4104,"[1, 1, 0]",romes way get weed,1,@Romes_WAY get weed
4105,"[1, 1, 1]",pull up on smoke blunt w,1,"pull up on me "" smoke this blunt w me"
4106,"[0, 1, 0]",erika weston u smoke weed bro,0,"@Erika_Weston u smoke weed, bro?"
4107,"[1, 0, 0]",suicideboys gonna blow up,0,Suicideboys gonna blow up
4108,"[1, 1, 1]",bring food weed,1,Bring me food I have weed
4109,"[1, 0, 0]",strawberry milkshakes smack,0,Strawberry milkshakes smack
4110,"[1, 1, 0]",man rolling thee fattest blunt when touch back down drive pretty hectic,1,Mannn I'm rolling THEE fattest blunt when I touch back down this drive been pretty hectic
4111,"[0, 0, 0]",still smack lastnight,0,im still smack from lastnight
4112,"[0, 0, 1]",ny dope all cali still mission,0,NY is dope an all but Cali still the mission.
4113,"[0, 1, 0]",zachhaller weed lover,0,@zachhaller YOU WEED LOVER?
4114,"[1, 1, 1]",one days could really use blunt,1,These are one of those days I could really use a blunt.
4115,"[0, 0, 0]",new silverados dope,0,Them new Silverados so dope
4116,"[1, 1, 0]",cyrokx paigeiphery thought weed love URL,1,@Cyrokx @Paigeiphery thought this was weed and I love it https://t.co/aOUk7dXYYg
4117,"[0, 0, 1]",gave manager blunt cause NUMBER hours late work today,0,gave my manager a blunt cause i was 4 hours late to work today
